text,label,pmid,pmcid,fetching_date,cui,normalized_name,normalization_source,url
mice,ORGANISM,40444282,40444282,2025-08-18 15:47:22.241,C0025914,House mice,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025914
neoplastic dna-binding proteins disease progression,GENE_OR_GENE_PRODUCT,40444282,40444282,2025-08-18 15:47:22.241,,,,
janus kinases,GENE_OR_GENE_PRODUCT,40444282,40444282,2025-08-18 15:47:22.241,C0597721,Janus kinase,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0597721
stat,GENE_OR_GENE_PRODUCT,40444282,40444282,2025-08-18 15:47:22.241,C0205548,Stat (do immediately),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0205548
nude bnc1,ORGANISM,40444282,40444282,2025-08-18 15:47:22.241,,,,
gastric cancer,CANCER,40444282,40444282,2025-08-18 15:47:22.241,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
basonuclin 1,GENE_OR_GENE_PRODUCT,40444282,40444282,2025-08-18 15:47:22.241,C1538957,BNC1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1538957
bnc1,GENE_OR_GENE_PRODUCT,40444282,40444282,2025-08-18 15:47:22.241,C1538957,BNC1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1538957
ccl20,GENE_OR_GENE_PRODUCT,40444282,40444282,2025-08-18 15:47:22.241,C1366524,CCL20 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1366524
gastric cancer cells,CELL,40444282,40444282,2025-08-18 15:47:22.241,C4076910,GMBP1 peptide,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4076910
ccl20/jak-stat,GENE_OR_GENE_PRODUCT,40444282,40444282,2025-08-18 15:47:22.241,,,,
stomach neoplasms plant extracts moringa oleifera humans cell line,CANCER,40443907,40443907,2025-08-18 15:47:22.332,,,,
tumor cell,CELL,40443907,40443907,2025-08-18 15:47:22.332,C5551176,Tumor cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5551176
cell,CELL,40443907,40443907,2025-08-18 15:47:22.332,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
leaves,CANCER,40443907,40443907,2025-08-18 15:47:22.332,C0242724,Plant Leaves,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0242724
oils antitumor,CANCER,40443907,40443907,2025-08-18 15:47:22.332,,,,
leaf extract oil seed,TISSUE,40443907,40443907,2025-08-18 15:47:22.332,C5964634,SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL 3 mg in 100 mL / ALOE BARBADENSIS LEAF EXTRACT 5 mg in 100 mL CUTANEOUS CREAM,MTHSPL,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5964634
gastric cancer,CANCER,40443907,40443907,2025-08-18 15:47:22.332,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
cancer,CANCER,40443907,40443907,2025-08-18 15:47:22.332,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patients,ORGANISM,40443907,40443907,2025-08-18 15:47:22.332,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
cancers,CANCER,40443907,40443907,2025-08-18 15:47:22.332,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
stomach neoplasms humans micrornas,CANCER,40442738,40442738,2025-08-18 15:47:22.417,,,,
tumor,CANCER,40442738,40442738,2025-08-18 15:47:22.417,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
neoplastic cell line,CELL,40442738,40442738,2025-08-18 15:47:22.417,,,,
tumor cell,CELL,40442738,40442738,2025-08-18 15:47:22.417,C5551176,Tumor cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5551176
cell,CELL,40442738,40442738,2025-08-18 15:47:22.417,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
cellular,CELL,40442738,40442738,2025-08-18 15:47:22.417,C0178539,Cellular,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0178539
gastric cancer,CANCER,40442738,40442738,2025-08-18 15:47:22.417,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
patient,ORGANISM,40442738,40442738,2025-08-18 15:47:22.417,C1705908,Veterinary Patient,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1705908
gastric cancer cells,CANCER,40442738,40442738,2025-08-18 15:47:22.417,C4076910,GMBP1 peptide,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4076910
humans stomach neoplasms,ORGANISM,40442732,40442732,2025-08-18 15:47:22.505,,,,
tumor lymphocytes,CELL,40442732,40442732,2025-08-18 15:47:22.505,C0079722,"Lymphocytes, Tumor-Infiltrating",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079722
tumor-infiltrating,CELL,40442732,40442732,2025-08-18 15:47:22.505,C0079722,"Lymphocytes, Tumor-Infiltrating",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079722
cell,CELL,40442732,40442732,2025-08-18 15:47:22.505,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
ligases,GENE_OR_GENE_PRODUCT,40442732,40442732,2025-08-18 15:47:22.505,C0023689,Ligase,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023689
neoplastic cell,CANCER,40442732,40442732,2025-08-18 15:47:22.505,C0597032,Neoplastic Cell,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0597032
tumor cells,CELL,40442732,40442732,2025-08-18 15:47:22.505,C5551176,Tumor cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5551176
gastric cancer hecw1 hippo,CANCER,40442732,40442732,2025-08-18 15:47:22.505,,,,
immune,CELL,40442732,40442732,2025-08-18 15:47:22.505,C0439662,Immune,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0439662
e3 ubiquitin ligase,GENE_OR_GENE_PRODUCT,40442732,40442732,2025-08-18 15:47:22.505,C2916842,E3 Ubiquitin Ligase Inhibitors,MED-RT,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2916842
hecw1,GENE_OR_GENE_PRODUCT,40442732,40442732,2025-08-18 15:47:22.505,C1539659,HECW1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1539659
tumors,CANCER,40442732,40442732,2025-08-18 15:47:22.505,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40442732,40442732,2025-08-18 15:47:22.505,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
cancer,CANCER,40442732,40442732,2025-08-18 15:47:22.505,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
humans dihydroorotase animals cell line,ORGANISM,40442064,40442064,2025-08-18 15:47:22.594,,,,
tumor mice caspase 3,CELL,40442064,40442064,2025-08-18 15:47:22.594,,,,
aspartate,GENE_OR_GENE_PRODUCT,40442064,40442064,2025-08-18 15:47:22.594,C0085845,aspartate,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0085845
xenograft,CANCER,40442064,40442064,2025-08-18 15:47:22.594,C0522537,Xenograft type of graft,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0522537
antitumor,CANCER,40442064,40442064,2025-08-18 15:47:22.594,C2986475,Antitumor,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2986475
stomach neoplasms antineoplastic,CANCER,40442064,40442064,2025-08-18 15:47:22.594,C5787562,Presence of regression of primary malignant neoplasm of stomach after neoadjuvant antineoplastic therapy,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5787562
intra-tumoral,ORGAN,40442064,40442064,2025-08-18 15:47:22.594,C3495850,Intratumoural aneurysm,MDR,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3495850
tumor,CANCER,40442064,40442064,2025-08-18 15:47:22.594,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
aspartate transcarbamylase,GENE_OR_GENE_PRODUCT,40442064,40442064,2025-08-18 15:47:22.594,C0004006,Aspartate Carbamoyltransferase,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0004006
dihydroorotase,GENE_OR_GENE_PRODUCT,40442064,40442064,2025-08-18 15:47:22.594,C0012274,Dihydroorotase,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012274
caspase-3,GENE_OR_GENE_PRODUCT,40442064,40442064,2025-08-18 15:47:22.594,C0291573,caspase-3,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0291573
gastric cancer,CANCER,40442064,40442064,2025-08-18 15:47:22.594,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
tumor samples,CANCER,40442064,40442064,2025-08-18 15:47:22.594,C0475358,Tumor tissue sample,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0475358
cad-asp1371,SIMPLE_CHEMICAL,40442064,40442064,2025-08-18 15:47:22.594,,,,
cancer cell,CELL,40442064,40442064,2025-08-18 15:47:22.594,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
humans stomach neoplasms male female,ORGANISM,40439369,40439369,2025-08-18 15:47:22.690,,,,
carcinoma,CANCER,40439369,40439369,2025-08-18 15:47:22.690,C0007097,Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007097
signet ring cell,ORGANISM,40439369,40439369,2025-08-18 15:47:22.690,C0333727,Signet ring cell,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0333727
tumor,CANCER,40439369,40439369,2025-08-18 15:47:22.690,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40439369,40439369,2025-08-18 15:47:22.690,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
gastric tubular adenocarcinoma,CANCER,40439369,40439369,2025-08-18 15:47:22.690,C1333791,Gastric Tubular Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1333791
signet ring cell carcinoma,CELL,40439369,40439369,2025-08-18 15:47:22.690,C0206696,"Carcinoma, Signet Ring Cell",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0206696
srcc,CANCER,40439369,40439369,2025-08-18 15:47:22.690,,,,
erk1/2,GENE_OR_GENE_PRODUCT,40439369,40439369,2025-08-18 15:47:22.690,C3179231,ERK1-2 Pathway,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3179231
bcl2,GENE_OR_GENE_PRODUCT,40439369,40439369,2025-08-18 15:47:22.690,C0376515,BCL2 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0376515
sorcin,GENE_OR_GENE_PRODUCT,40439369,40439369,2025-08-18 15:47:22.690,C1420401,SRI gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1420401
gastric carcinoma,CANCER,40439369,40439369,2025-08-18 15:47:22.690,C0699791,Stomach Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0699791
tubular adenocarcinoma,CANCER,40439369,40439369,2025-08-18 15:47:22.690,C0205645,"Adenocarcinoma, Tubular",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0205645
cell carcinoma,CANCER,40439369,40439369,2025-08-18 15:47:22.690,C0007134,Renal Cell Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007134
humans stomach neoplasms biomarkers,ORGANISM,40438098,40438098,2025-08-18 15:47:22.803,,,,
tumor,CANCER,40438098,40438098,2025-08-18 15:47:22.803,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40438098,40438098,2025-08-18 15:47:22.803,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
malignancies,CANCER,40438098,40438098,2025-08-18 15:47:22.803,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
cancer,CANCER,40438098,40438098,2025-08-18 15:47:22.803,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patients,ORGANISM,40438098,40438098,2025-08-18 15:47:22.803,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
ligand-1,GENE_OR_GENE_PRODUCT,40438098,40438098,2025-08-18 15:47:22.803,C5433962,TSPO ligand MGV-1,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5433962
pd-l1,GENE_OR_GENE_PRODUCT,40438098,40438098,2025-08-18 15:47:22.803,C4284303,PD-L1 Positive,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4284303
epstein-barr virus,ORGANISM,40438098,40438098,2025-08-18 15:47:22.803,C0014644,Epstein-Barr virus,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0014644
ebv,ORGANISM,40438098,40438098,2025-08-18 15:47:22.803,C0014644,Epstein-Barr virus,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0014644
tumor immune,CANCER,40438098,40438098,2025-08-18 15:47:22.803,C4727342,Tumor-Infiltrating Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4727342
genome,CELLULAR_COMPONENT,40438098,40438098,2025-08-18 15:47:22.803,C0017428,Genome,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0017428
tumor dna,CANCER,40438098,40438098,2025-08-18 15:47:22.803,C4331441,Tumor DNA,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4331441
intestinal,PATHOLOGICAL_FORMATION,40438098,40438098,2025-08-18 15:47:22.803,C0021853,Intestines,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0021853
lymphocyte,CELL,40438098,40438098,2025-08-18 15:47:22.803,C0024264,Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024264
lag-3,GENE_OR_GENE_PRODUCT,40438098,40438098,2025-08-18 15:47:22.803,C1456336,"lymphocyte-activation gene 3 protein, human",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1456336
lipid,SIMPLE_CHEMICAL,40438098,40438098,2025-08-18 15:47:22.803,C0023779,Lipids,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023779
gastric cancer patients,CANCER,40438098,40438098,2025-08-18 15:47:22.803,C3533302,Functional assessment of cancer therapy for patients with gastric cancer questionnaire - version 4,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3533302
humans helicobacter pylori cannabinoids zinc helicobacter,ORGANISM,40436988,40436988,2025-08-18 15:47:22.912,,,,
cell line,CELL,40436988,40436988,2025-08-18 15:47:22.912,C0007600,Cultured Cell Line,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007600
tumor fibroblasts,CANCER,40436988,40436988,2025-08-18 15:47:22.912,C4277548,Cancer-Associated Fibroblasts,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4277548
helicobacter pylori anticancer,ORGANISM,40436988,40436988,2025-08-18 15:47:22.912,,,,
cannabinoid acids,GENE_OR_GENE_PRODUCT,40436988,40436988,2025-08-18 15:47:22.912,,,,
cannabidiolic acid,SIMPLE_CHEMICAL,40436988,40436988,2025-08-18 15:47:22.912,C0054591,cannabidiolic acid,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0054591
cannabigerolic acid,SIMPLE_CHEMICAL,40436988,40436988,2025-08-18 15:47:22.912,C0391469,cannabigerolic acid,RXNORM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0391469
ethyl alcohol-water,SIMPLE_CHEMICAL,40436988,40436988,2025-08-18 15:47:22.912,C5978963,ethyl alcohol/water TOPICAL GEL (EA),NDDF,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5978963
human hs68 skin fibroblasts,ORGANISM,40436988,40436988,2025-08-18 15:47:22.912,,,,
ags gastric adenocarcinoma cells,CANCER,40436988,40436988,2025-08-18 15:47:22.912,,,,
helicobacter pylori,ORGANISM,40436988,40436988,2025-08-18 15:47:22.912,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
gastric cancer,CANCER,40436988,40436988,2025-08-18 15:47:22.912,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
cells,CELL,40436988,40436988,2025-08-18 15:47:22.912,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
ags cancer cells,CELL,40436988,40436988,2025-08-18 15:47:22.912,,,,
gastric disease,CANCER,40436988,40436988,2025-08-18 15:47:22.912,C0038354,Stomach Diseases,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038354
humans stomach neoplasms male,ORGANISM,40436766,40436766,2025-08-18 15:47:23.013,,,,
aged,GENE_OR_GENE_PRODUCT,40436766,40436766,2025-08-18 15:47:23.013,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
tumor,CANCER,40436766,40436766,2025-08-18 15:47:23.013,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40436766,40436766,2025-08-18 15:47:23.013,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
misp,GENE_OR_GENE_PRODUCT,40436766,40436766,2025-08-18 15:47:23.013,C1428639,MISP gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1428639
epithelial malignancy,CANCER,40436766,40436766,2025-08-18 15:47:23.013,C1302387,Mixed epithelial tumor of borderline malignancy,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1302387
stomach,ORGAN,40436766,40436766,2025-08-18 15:47:23.013,C0038351,Stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038351
spindle,CELLULAR_COMPONENT,40436766,40436766,2025-08-18 15:47:23.013,C1166795,Spindle,FMA,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1166795
patients,ORGANISM,40436766,40436766,2025-08-18 15:47:23.013,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
tissues,TISSUE,40436766,40436766,2025-08-18 15:47:23.013,C0040300,Body tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0040300
lymph node,MULTI_TISSUE_STRUCTURE,40436766,40436766,2025-08-18 15:47:23.013,C0024204,lymph nodes,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024204
lauren,CANCER,40436766,40436766,2025-08-18 15:47:23.013,C3829311,Lauren Classification,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3829311
humans stomach neoplasms tumor,ORGANISM,40433893,40433893,2025-08-18 15:47:23.111,,,,
liver neoplasms,CANCER,40433893,40433893,2025-08-18 15:47:23.111,C0023903,Liver neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023903
tumor,CANCER,40433893,40433893,2025-08-18 15:47:23.111,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
neutrophils,CELL,40433893,40433893,2025-08-18 15:47:23.111,C0027950,neutrophil,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027950
gastric cancer,CANCER,40433893,40433893,2025-08-18 15:47:23.111,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
liver,ORGAN,40433893,40433893,2025-08-18 15:47:23.111,C0023884,Liver,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023884
afpgc,CANCER,40433893,40433893,2025-08-18 15:47:23.111,,,,
patients,ORGANISM,40433893,40433893,2025-08-18 15:47:23.111,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
afp,GENE_OR_GENE_PRODUCT,40433893,40433893,2025-08-18 15:47:23.111,C1367597,AFP gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1367597
neutrophil-lymphocyte,GENE_OR_GENE_PRODUCT,40433893,40433893,2025-08-18 15:47:23.111,C5442357,Neutrophil/lymphocyte ratio,MDR,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5442357
nlr,GENE_OR_GENE_PRODUCT,40433893,40433893,2025-08-18 15:47:23.111,C4277661,NLR Proteins,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4277661
lymphoid,ORGAN,40433893,40433893,2025-08-18 15:47:23.111,C1518071,Lymphoid,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1518071
anti-programmed cell death 1,GENE_OR_GENE_PRODUCT,40433893,40433893,2025-08-18 15:47:23.111,C4085984,Anti-Programmed Cell Death Protein 1 Antibody Expressing Pluripotent Killer T-Lymphocytes,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4085984
anti-pd-1,SIMPLE_CHEMICAL,40433893,40433893,2025-08-18 15:47:23.111,C5205393,Anti-PD-1/Anti-PD-L1 Bispecific Antibody LY3434172,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5205393
blood,ORGANISM_SUBSTANCE,40433893,40433893,2025-08-18 15:47:23.111,C0005767,Blood,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0005767
tumor,CANCER,40433880,40433880,2025-08-18 15:47:23.211,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
humans,ORGANISM,40433880,40433880,2025-08-18 15:47:23.211,C0086418,Homo sapiens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086418
neoplasms mice,CANCER,40433880,40433880,2025-08-18 15:47:23.211,,,,
cancer,CANCER,40433880,40433880,2025-08-18 15:47:23.211,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
tmeclassifier,GENE_OR_GENE_PRODUCT,40433880,40433880,2025-08-18 15:47:23.211,,,,
cancers,CANCER,40433880,40433880,2025-08-18 15:47:23.211,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patient,ORGANISM,40433880,40433880,2025-08-18 15:47:23.211,C1705908,Veterinary Patient,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1705908
mouse,ORGANISM,40433880,40433880,2025-08-18 15:47:23.211,C1331371,Mouse (rodent),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1331371
stromal cell,CELL,40433880,40433880,2025-08-18 15:47:23.211,C0162597,Stromal Cells,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0162597
cell,CELL,40433880,40433880,2025-08-18 15:47:23.211,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
ia,GENE_OR_GENE_PRODUCT,40433880,40433880,2025-08-18 15:47:23.211,,,,
t-cell,CELL,40433880,40433880,2025-08-18 15:47:23.211,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
tme cellular,CELL,40433880,40433880,2025-08-18 15:47:23.211,,,,
il-1,GENE_OR_GENE_PRODUCT,40433880,40433880,2025-08-18 15:47:23.211,C0021755,Interleukin-1,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0021755
tmeclassifier,CANCER,40433880,40433880,2025-08-18 15:47:23.211,,,,
gastric cancer,CANCER,40433880,40433880,2025-08-18 15:47:23.211,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
patients,ORGANISM,40433880,40433880,2025-08-18 15:47:23.211,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
humans,ORGANISM,40433373,40433373,2025-08-18 15:47:23.311,C0086418,Homo sapiens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086418
stomach neoplasms esophagogastric junction receptor,CANCER,40433373,40433373,2025-08-18 15:47:23.311,,,,
